name,ra (J2000 hrs),radeg (J2000 deg),dec (J2000 deg),pmra (mas/yr),pmdec (mas/yr),parallax (mas),distance (pc),rv (km/s),vmag (Johnson V),sptype,bad_priority,priority,vsini (km/s),exptime (sec),maxobs,seplimit,pmodeperiod(min),Amp P-mode (cm/s),fauexptime (sec),acquisition_offset_north (arcsec),acquisition_offset_east (arcsec),iodine,active,dtactive,tc,period,t14,Howard (2010),finder,mstar,rstar,rpearth,mpearth,k,comment
TOI504,6.0516046,90.77407,-52.08437,-8.962,11.404,2.3205,430.94161,0,10.01,,0.01,0.0005,,1800,3,60,,,15,106.412182,42.355179,1,1,0,2458491.724,1.677303,2.622396,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=90.774069&d=-52.08437&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1.71,2.65,16.56009,41369.057,14858.827,14858.827 m/s RV semi-amplitude
TOI527,6.7459163,101.18874,-36.657378,-9.184,-8.88,5.4792,182.5084,0,8.44,,0.01,0.0005,,1800,3,60,,,15,0,0,1,1,0,2458470.739,18.089162,2.523193,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=101.1887445&d=-36.657378&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1.68,2.03,16.502293,41205.209,6774.006,6774.0060 m/s RV semi-amplitude
TOI560,8.6458868,129.6883,-13.256682,-63.858,38.374,31.6501,31.595477,20.53,9.67,,0.3666712,0.01833356,,1800,3,60,,,15,0,0,1,1,0,2458517.691,6.397438,2.119473,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=129.688302&d=-13.256682&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,0.699,0.678,3.130359,10.101351,4.4177257,4.4177257 m/s RV semi-amplitude
TOI561,9.8790101,148.18515,6.216373,-108.432,-61.511,11.6268,86.008188,79.54,10.252,,0.083717875,0.00418589375,,1800,3,60,,,15,-186.010186,153.557695,1,1,0,2458527.055,10.781327,4.858829,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=148.1851515&d=6.216373&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,0.875,0.853,3.232793,10.668932,3.3757188,3.3757188 m/s RV semi-amplitude
TOI568,9.022699,135.34049,-28.324623,0,0,0,8000,0,8.31,,2.7910104,0.013955052,,1800,3,60,,,15,0,0,1,1,0,2458521.912,9.596295,2.877325,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=135.340485&d=-28.324623&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,2.67,2.8,10.70857,81.514336,12.744342,12.744342 m/s RV semi-amplitude
TOI570,9.1303682,136.95552,-51.867096,50.235,-23.799,5.1401,194.54874,34.38,10.397,,0.12100475,0.0060502375,,1800,3,60,,,15,0,0,1,1,0,2458517.451,1.468833,0.778269,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=136.955523&d=-51.867096&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1.16,1.315,5.0897993,23.056564,11.74807,11.748070 m/s RV semi-amplitude
TOI583,7.8984252,118.47638,-39.993017,-11.411,4.057,2.7931,358.02513,0,9.397,,1.9613916,0.09806958,,1800,3,60,,,15,0,0,1,1,0,2458493.977,6.56028,1.098,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=118.476378&d=-39.993017&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,2.15,1.8,11.106524,86.723823,17.782341,17.782341 m/s RV semi-amplitude
TOI584,9.1678901,137.51835,-43.92498,-12.929,5.373,2.2629,441.91082,0,9.247,,0.01,0.0005,,1800,3,60,,,15,0,0,1,1,0,2458518.156,1.25987,1.377,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=137.5183515&d=-43.92498&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,3.15,2.57,18.991976,48330.463,12922.505,12922.505 m/s RV semi-amplitude
TOI586,7.9275774,118.91366,-37.857701,3.033,-2.667,3.9239,254.84849,0,8.333,,0.01,0.0005,,1800,3,60,,,15,0,0,1,1,0,2458492.318,22.64414,4.006,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=118.913661&d=-37.857701&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,2.63,2.28,18.543979,47038.493,5388.8973,5388.8973 m/s RV semi-amplitude
TOI594,8.248908,123.73362,-31.608231,0,0,0,8000,0,10.458,,0.036796179,0.00183980895,,1800,3,60,,,15,0.306231,0.270088,1,1,0,2458498.634,13.952,4.49,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=123.73362&d=-31.608231&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1,1,6.2849195,32.984569,8.7610333,8.7610333 m/s RV semi-amplitude
TOI605,8.7279726,130.91959,-36.657042,-6.77,9.867,0.0777,12870.013,0,10.436,,0.14774185,0.0073870925,,1800,3,60,,,15,-21.900668,35.120908,1,1,0,2458521.084,3.38387,2.148,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=130.919589&d=-36.657042&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1,1,8.4208089,54.202878,23.084617,23.084617 m/s RV semi-amplitude
TOI616,8.8582643,132.87396,-51.328234,-0.759,2.831,1.1311,884.09513,0,10.199,,0.01,0.0005,,1800,3,60,,,15,0,0,1,1,0,2458520.16,2.80573,2.75,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=132.8739645&d=-51.328234&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,4.9,3.28,20.458717,52588.794,8091.8332,8091.8332 m/s RV semi-amplitude
TOI622,8.35367,125.3051,-46.4842,-4.633,-17.577,8.0817,123.7363,0,8.995,,1.935554,0.8,,1800,3,60,,,15,0,0,1,1,0,2458521,6.402526,3.870012,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=125.30505&d=-46.4842&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1,1,6.762068,37.34791,12.86082,"12.860822 m/s RV semi-amplitude. disposition=VPC. ""possible hot Saturn; SG1 detects event on target."""
TOI628,6.6175374,99.263061,1.767554,-1.437,-1.082,5.5705,179.5171,20.07,10.112,,100,5,,1800,3,60,,,15,0,0,1,0,0,2458469.235,3.4076,3.69,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=99.263061&d=1.767554&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1.27,1.3,12.280178,3559.0744,1282.4594,1282.4594 m/s RV semi-amplitude
TOI680,11.94424,179.1636,-12.377443,-57.328,-6.649,6.0915,164.16318,21.34,9.53,,1.9948265,0.099741325,,1800,3,60,,,15,0,0,1,1,0,2458543.515,0.433716,0.890312,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=179.1636&d=-12.377443&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1.23,1.794,5.7004436,27.947281,20.565216,20.565216 m/s RV semi-amplitude
TOI682,11.192362,167.88543,-22.07256,-91.427,-53.36,11.9971,83.353477,38.03,9.969,,0.24240847,0.0121204235,,1800,3,60,,,15,0,0,1,1,0,2458546.306,6.839299,4.441711,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=167.88543&d=-22.07256&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,0.954,0.95,3.6536113,13.132555,4.5651301,4.5651301 m/s RV semi-amplitude
TOI684,10.028909,150.43364,-59.850021,-8.933,3.14,0.453,2207.5055,0,9.65,,0.29553471,0.0147767355,,1800,3,60,,,15,0,0,1,1,0,2458546.468,19.847358,2.380051,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=150.433635&d=-59.850021&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1,1,3.9078494,14.721466,3.4768774,3.4768774 m/s RV semi-amplitude
TOI777,12.207915,183.11873,-49.007645,-8.827,-23.394,5.4567,183.26095,-2.42,9.839,,0.70655877,0.0353279385,,1800,3,60,,,15,0,0,1,1,0,2458575.779,16.603554,4.703945,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=183.118725&d=-49.007645&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1.375,1.495,8.285709,52.734741,10.689236,10.689236 m/s RV semi-amplitude
TOI778,13.288923,199.33385,-15.273591,-60.6,-26.012,6.1541,162.4933,-4.1,9.109,,0.01,0.0005,,1800,3,60,,,15,0,0,1,1,0,2458569.448,4.633751,3.748072,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=199.333845&d=-15.273591&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1.484,1.688,15.433359,38189.136,10713.619,10713.619 m/s RV semi-amplitude
TOI779,10.6622,159.93301,-48.996731,-14.916,10.536,1.5483,645.86966,0,8.178,,2.055973,0.10279865,,1800,3,60,,,14.8,0,0,1,1,0,2458543.831,0.783907,2.084731,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=159.933&d=-48.996731&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1,1,3.5934289,12.767403,8.8543215,8.8543215 m/s RV semi-amplitude
TOI836,15.005326,225.07988,-24.45411,-199.576,-27.911,36.3316,27.524249,-26.6,9.92,,0.17727595,0.0088637975,,1800,3,60,,,15,0,0,1,1,0,2458599.764,8.593935,2.516381,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=225.07989&d=-24.45411&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,0.702,0.661,2.6746289,7.7333598,3.0564823,3.0564823 m/s RV semi-amplitude
TOI862,8.2866683,124.30002,-65.657166,-17.911,19.897,5.4538,183.35839,0,8.85,,2.1183013,0.105915065,,1800,3,60,,,15,0,0,1,1,0,2458327.68,3.31021,2.377,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=124.3000245&d=-65.657166&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1,1,5.9343962,29.922399,12.838193,12.838193 m/s RV semi-amplitude
TOI880,6.2776316,94.164473,-13.987437,0.962,23.237,16.4543,60.774387,33.84,10.104,,0.33253217,0.0166266085,,1800,3,60,,,15,0,0,1,1,0,2458471.135,6.38514,2.588,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=94.164474&d=-13.987437&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,0.81,0.782,4.840223,21.170094,8.3972791,8.3972791 m/s RV semi-amplitude
TOI901,17.40419,261.06285,-50.38594,-9.514,-22.793,5.2219,191.50118,0,10.258,,0.26314578,0.013157289,,1800,3,60,,,15,0,0,1,1,0,2458625.566,3.230799,0.69549,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=261.06285&d=-50.38594&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1,1,5.3557916,25.139398,10.873809,10.873809 m/s RV semi-amplitude
TOI902,17.299719,259.49578,-45.883523,3.534,-5.92,4.5288,220.80904,0,9.441,,1.0305602,0.05152801,,1800,3,60,,,15,0,0,1,1,0,2458633.24,18.262088,1.389734,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=259.495785&d=-45.883523&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1.98,2.09,9.2175439,63.194616,9.7314465,9.7314465 m/s RV semi-amplitude
TOI907,17.478894,262.18341,-62.840202,-1.388,-37.836,3.1717,315.28833,-20.27,10.394,,0.30936781,0.0154683905,,1800,3,60,,,15,0,0,1,1,0,2458627.058,4.584706,5.283058,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=262.18341&d=-62.840202&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1.19,2.37,10.987811,85.155914,29.185657,29.185657 m/s RV semi-amplitude
TOI911,17.48902,262.3352,-38.6456,-5.439,-76.766,11.7673,84.98126,-29.16,8.48,,16.49266,0.824633,,1800,3,60,,,15,0,0,1,1,0,2459383,8.584183,1.951,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=262.3353&d=-38.6456&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1.28,1.4,13.67559,308.3445,81.64681,"81.646812 m/s RV semi-amplitude. disposition=APC. ""Low priority; possible beb; crowded field; Also DR2 RV scatter.; SG1 detects event on target contaminated by dT=3 neighbor 2"""" W.; MINERVA spectra show large RV variation (SB1)."""
TOI954,4.1294039,61.941059,-25.208675,-5.787,-29.623,4.1595,240.41351,-6.89,10.343,,0.40929659,0.0204648295,,1800,3,60,,,15,0,0,1,1,0,2458411.909,3.6847,4.701,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=61.9410585&d=-25.208675&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1.23,1.891,9.977693,72.295204,26.069915,26.069915 m/s RV semi-amplitude
TOI991,7.6230777,114.34617,-11.151299,-3.178,-0.656,1.5983,625.66477,0,10.058,,0.57398112,0.028699056,,1800,3,60,,,15,0,0,1,1,0,2458491.883,2.48454,1.628,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=114.3461655&d=-11.151299&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,2.41,2.12,7.9770079,49.442543,12.985987,12.985987 m/s RV semi-amplitude
TOI1012,7.806352,117.0953,6.785064,-2.99,-0.029,3.357,297.885,0,8.18,,36.96964,1.848482,,1800,3,60,,,14.82,0,0,1,1,0,2459253,0.884182,1.621,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=117.09528&d=6.785064&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,2.19,2.85,13.5147,403.4987,159.3519,"159.35192 m/s RV semi-amplitude. disposition=VPC. ""SG1 detects event on target, with possible chromaticity. Will follow up more."""
TOI1013,7.1524042,107.28606,-31.933554,-3.973,7.061,1.9317,517.67873,0,7.49,,0.01,0.0005,,1800,3,60,,,7.85,0,0,1,1,0,2458494.368,5.4298,3.779,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=107.286063&d=-31.933554&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,5.6,3.7,50.423601,146407.92,16061.153,16061.153 m/s RV semi-amplitude
TOI1039,9.9792364,149.68855,-58.76047,-6.434,4.098,0.3317,3014.7724,0,9.538,,2.037269,0.10186345,,1800,3,60,,,15,0,0,1,1,0,2458546.053,4.42045,4.38,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=149.688546&d=-58.76047&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1,1,8.4349259,54.357243,21.177435,21.177435 m/s RV semi-amplitude
TOI1055,19.552441,293.28661,-54.53236,108.439,-82.632,17.434,57.359183,-15.8,8.67,,0.63024177,0.0315120885,,1800,3,60,,,15,0,0,1,1,0,2458661.063,17.471139,4.319798,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=293.286615&d=-54.53236&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,0.986,0.974,3.7689938,13.844416,3.4439442,3.4439442 m/s RV semi-amplitude
TOI1060,19.952733,299.29099,-48.934438,2.224,-14.604,7.7637,128.80456,-16.89,10.342,,0.062635637,0.00313178185,,1800,3,60,,,15,0,0,1,1,0,2458653.966,2.068731,0.920059,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=299.290995&d=-48.934438&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,0.989,1.058,2.6965428,7.8412418,3.964281,3.9642810 m/s RV semi-amplitude
TOI1091,14.806742,222.10113,-56.025866,-4.775,-15.261,3.0805,324.62263,0,9.71,,23.414292,1.1707146,,1800,3,60,,,15,0,0,1,1,0,2458600.178,1.72598,4.102,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=222.10113&d=-56.025866&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,2.64,2.07,12.950871,1062.8363,296.38346,296.38346 m/s RV semi-amplitude
TOI1114,20.143182,302.14773,-71.552463,4.335,10.916,3.8385,260.51843,0,7.89,,0.01,0.0005,,1800,3,60,,,11.35,0,0,1,1,0,2458655.351,2.488964,3.014547,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=302.14773&d=-71.552463&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,2.2,3.17,20.322121,52190.428,13905.734,13905.734 m/s RV semi-amplitude
TOI1135,12.893091,193.39637,85.129473,16.883,5.076,8.7394,114.42433,-21.27,9.54,,1.6026697,0.080133485,,1800,3,60,,,15,0,0,1,1,0,2458684.152,8.027744,4.445376,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=193.396365&d=85.129473&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1,1,8.2434962,52.279415,16.694475,16.694475 m/s RV semi-amplitude
TOI1162,20.352629,305.28943,41.46229,0,0,0,8000,0,9.803,,1.0586885,0.052934425,,1800,3,60,,,15,-0.242567,0.314797,1,1,0,2458686.374,7.31781,3.441,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=305.289435&d=41.46229&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1.26,1.42,8.3840302,53.801562,15.189228,15.189228 m/s RV semi-amplitude
TOI1163,19.606116,294.09175,19.639217,0,0,0,8000,0,9.535,,0.01,0.0005,,1800,3,60,,,15,0,0,1,1,0,2458684.812,3.07765,2.265,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=294.09174&d=19.639217&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,150,19,139.948,466423.1,7218.3847,7218.3847 m/s RV semi-amplitude
TOI1187,10.859545,162.89318,81.322213,-2.083,-9.042,4.4978,222.33092,-25.17,10.348,,0.12108537,0.0060542685,,1800,3,60,,,15,0,0,1,1,0,2458686.127,2.59415,1.061,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=162.893175&d=81.322213&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1.19,1.473,4.572734,19.222295,7.9661206,7.9661206 m/s RV semi-amplitude
TOI1189,19.481549,292.22323,24.20144,-22.234,-48.413,4.0294,248.17591,-7.78,10.418,,0.066805134,0.0033402567,,1800,3,60,,,15,0,0,1,1,0,2458687.211,3.96765,0.938,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=292.223235&d=24.20144&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1,1,4.7042149,20.170057,8.1469896,8.1469896 m/s RV semi-amplitude
TOI1288,20.877802,313.16703,65.609079,43.253,-68.614,8.677,115.24721,-67.98,10.445,,0.061401488,0.0030700744,,1800,3,60,,,15,0,0,1,1,0,2458712.357,2.700062,2.379485,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=313.16703&d=65.609079&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1.005,0.958,5.2614541,24.39223,11.163845,11.163845 m/s RV semi-amplitude
TOI1288,20.877802,313.16703,65.609079,43.253,-68.614,8.677,115.24721,-67.98,10.445,,0.061265792,0.0030632896,,1800,3,60,,,5,0,0,1,1,0,2458712.359,2.6998298,2.3426008,S,,1.005,0.958,5.2545132,24.337623,11.139173,"11.139173 m/s RV semi-amplitude. disposition=VPC-+. ""SG1 detects the event on target, but AO reveals that the aperture includes two faint neighbors: dK=4.8, 1.1"""" NW; dK=5.9, 1.6"""" SW."""
TOI1333,21.667636,325.01454,48.406813,-9.81,-10.501,4.959,201.65356,-15.16,9.438,,100,5,,1800,3,60,,,15,0,0,1,0,0,2458715.117,4.72088,4.374,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=325.01454&d=48.406813&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1.97,1.66,13.801517,250.35742,60.713255,60.713255 m/s RV semi-amplitude
TOI1355,22.08718,331.3076,66.77526,15.593,7.409,4.0012,249.925,0,8.72,,4.859619,5,,1800,3,60,,,15,0,0,1,0,0,2458740,2.17026,2.221,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=331.3077&d=66.77526&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1,1,8.519137,55.28181,27.30123,27.301234 m/s RV semi-amplitude. disposition=VPC+. SG1 detects event on target.
TOI1360,21.01108,315.1662,47.78599,2.27,0.104,1.8457,541.79986,0,10.144,,0.41856277,0.0209281385,,1800,3,60,,,5,0,0,1,1,0,2458739.28,0.70902,2.49,S,,2.36,2.24,5.8333244,29.062313,11.757383,11.757383 m/s RV semi-amplitude. disposition=LEPC. Raw light curve aperture 2 and 3 look like they have different depths. Possible depth/aperture correlation and EB.
TOI1361,21.388634,320.82952,52.814735,1.433,-8.256,2.9126,343.33585,-7.98,10.42,,0.01,0.0005,,1800,3,60,,,15,0,0,1,1,0,2458715.832,2.23788,3.331,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=320.82951&d=52.814735&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1.83,1.53,11.753385,9640.5833,3117.4327,3117.4327 m/s RV semi-amplitude
TOI1366,22.512454,337.68681,40.003966,64.486,-47.157,8.4036,118.99662,-30.82,9.112,,3.1880261,0.159401305,,1800,3,60,,,5,0,0,1,1,0,2458745.788,7.43062,3.285,S,,1,1,9.7980955,70.099755,22.968495,"22.968495 m/s RV semi-amplitude. disposition=APC. ""2x period; TRES RVs show 46 km/s shift, consistent with an M dwarf companion. This is an EB."""
TOI1393,22.211435,333.17152,52.901085,0,0,0,8000,0,9.787,,0.65355806,0.032677903,,1800,3,60,,,5,0,0,1,1,0,2458738.747,0.55909,0.955,S,,1,1,3.4320079,11.809005,9.1663084,"9.1663084 m/s RV semi-amplitude. disposition=CPC-. ""Rs 1.2 from Gaia; 3"""" pair of G=10.5 mag; SG1 clears all but the 3"""" nearly equal brightness companion. SG2 will have to step up now."""
TOI1408,20.90074,313.5111,72.58052,11.808,28.759,7.1404,140.0482,-11.4,9.27,,1.767625,1,,1800,3,60,,,15,0,0,1,1,0,2458741,4.424575,1.566192,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=313.5111&d=72.58052&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1.365,1.447,7.586325,45.40193,14.37094,"14.370939 m/s RV semi-amplitude. disposition=VPC. ""TOI 1408 under investigation the observing notes read """"The second TRES observation yields a small but significant velocity shift consistent with a hot Jupiter companion.""""; SG1 clears the field of NEBs"""
TOI1408,20.900736,313.51105,72.580522,11.808,28.759,7.1404,140.04818,-11.4,9.27,,1.7676248,0.08838124,,1800,3,60,,,5,0,0,1,1,0,2458740.861,4.4245754,1.5661915,S,,1.365,1.447,7.5863249,45.401934,14.370939,"14.370939 m/s RV semi-amplitude. disposition=VPC. ""TOI 1408 under investigation the observing notes read """"The second TRES observation yields a small but significant velocity shift consistent with a hot Jupiter companion.""""; SG1 clears the field of NEBs"""
TOI1425,21.939424,329.09136,68.998189,39.456,-35.754,6.4752,154.43538,7.53,9.875,,2.1126689,0.105633445,,1800,3,60,,,5,0,0,1,1,0,2458739.132,1.0318336,1.7532828,S,,1,1,8.3490915,53.421459,33.802703,"33.802703 m/s RV semi-amplitude. disposition=APC. ""Stellar modulation is synchronized with transit signal.; Large astrometric excess noise; SG1 detects event on target, but possibly shallower in r' than in TESS. Simultaneous gp and ip transits also appear different depths. ; Possible hierarchical blend."""
TOI1431,21.080246,316.20369,55.587919,11.737,23.869,6.6864,149.55731,0,8.03,,16.87941,0.8439705,,1800,3,60,,,12.91,0,0,1,1,0,2458712.675,2.65044,2.519451,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=316.20369&d=55.587919&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,2.15,1.68,13.811151,246.41825,68.337685,68.337685 m/s RV semi-amplitude
TOI1480,22.17424,332.6136,63.55056,-0.181,-2.683,1.1759,850.4125,0,8.893,,5.821768,5,,1800,3,60,,,15,0,0,1,0,0,2458742,3.35404,2.141,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=332.6136&d=63.55056&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1,1,10.96204,84.8171,36.22755,"36.227546 m/s RV semi-amplitude. disposition=VPC+. ""Need stellar parameters; transiting object could be too large; highly variable star; SG1 detects event on target."""
TOI1505,21.739434,326.09151,58.551682,-34.822,-26.776,4.1955,238.35061,0,9.772,,0.43221473,0.0216107365,,1800,3,60,,,5,0,0,1,1,0,2458740.695,3.42985,3.678,S,,1.71,1.96,4.6838974,20.022378,5.9370181,5.9370181 m/s RV semi-amplitude. disposition=PC. Some odd-even
TOI1506,22.586435,338.79653,55.031049,-6.332,-5.368,1.3891,719.89058,0,10.052,,0.23773652,0.011886826,,1800,3,60,,,5,0,0,1,1,0,2458742.687,10.91188,2.427,S,,1,1,4.457475,18.406948,5.3066192,5.3066192 m/s RV semi-amplitude. disposition=PC. Likely Jupiter sized
TOI1518,23.484501,352.26752,67.034827,-7.443,-4.884,4.3984,227.3554,0,8.952,,100,5,,1800,3,60,,,15,0,0,1,0,0,2458766.121,1.90261,2.047,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=352.267515&d=67.034827&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,2.16,1.71,17.802704,44910.031,13321.034,13321.034 m/s RV semi-amplitude
TOI1520,23.348849,350.23273,62.161144,27.666,8.25,5.059,197.66752,0,10.154,,0.10493702,0.005246851,,1800,3,60,,,5,0,0,1,1,0,2458766.01,6.15501,4.178,S,,1,1,2.8652019,8.6919682,3.0328644,3.0328644 m/s RV semi-amplitude. disposition=PC. Slight depth-aperture correlation
TOI1522,20.951269,314.26904,78.674819,15.377,22.668,3.2657,306.21306,0,9.638,,0.42652008,0.021326004,,1800,3,60,,,5,0,0,1,1,0,2458765.379,2.97962,2.571,S,,2.15,1.69,4.4775804,18.548127,4.9480261,"4.9480261 m/s RV semi-amplitude. disposition=PC. ""Possible multi; multiple stars in pixel; TRES RVs show 10 km/s variation, out of phase the ephemeris -- apparently unrelated to the transit event, which probably occurs on a nearby star."""
TOI1528,0.88146813,13.222022,60.891685,0,0,0,8000,0,10.049,,0.87258036,0.043629018,,1800,3,60,,,15,0,0,1,1,0,2458772.167,9.93856,3.92,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=13.22202195&d=60.891685&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1,1,9.3767621,65.059051,19.347671,19.347671 m/s RV semi-amplitude
