PPM,DM,vmag,sptype,ra (hrs),dec (deg),pmra (mas/yr),pmdec (mas/yr),ura (mas),udec (mas),upmra (mas/yr),upmdec (mas/yr)
8305,BD+09 4891,2.39,K2Ib,21.73644444,9.875,31,-1,0,0,0,0
609,BD-04  324,5.62,K5I:,2.06125,-4.103611111,6,-68,0,0,0,0
3846,BD-13 2917,5.06,B5V,9.671777778,-14.33222222,-27,-20,0,0,0,0
5502,BD+27 2417,5.12,A2V,14.74977778,27.075,-50,21,0,0,0,0
7429,CD-2415442,5.65,A7m,19.60047222,-24.71916667,12,-23,0,0,0,0
4784,BD+70  703,3.87,B6IIIpe,12.55805556,69.78833333,-59,12,0,0,0,0
15,BD+28    4,2.06,B8IVpMnHg,0.139805556,29.09055556,136,-163,0,0,0,0
4870,BD+23 2502,6.43,K0III,12.83816667,22.86333333,109,-69,0,0,0,0
7279,CD-4513054,5.92,G8III,19.24436111,-45.19333333,59,-36,0,0,0,0
6755,BD+12 3383,7.04,A3IV,18.09536111,12.00388889,-8,1,0,0,0,0
2069,CP-57  901,5.94,F7IV,5.872305556,-57.15611111,24,-78,0,0,0,0
3641,CD-29 7194,5.59,A4IV-V,9.165666667,-30.36527778,2,-48,0,0,0,0
121,BD+53   82,4.73,B8Vn,0.529555556,54.52222222,45,-10,0,0,0,0
3880,CP-56 2499,6.46,B8III-IV,9.76125,-57.18555556,-31,17,0,0,0,0
7591,BD-08 5155,6.49,B8V,19.91058333,-8.237222222,21,-27,0,0,0,0
8432,BD+18 4930,5.75,dF2,22.12461111,19.47555556,125,37,0,0,0,0
8615,BD+18 5014,5.82,G8II,22.64794444,19.52222222,-42,-99,0,0,0,0
519,BD+16  203,5.84,B9.5V,1.803027778,16.95555556,53,-36,0,0,0,0
4480,BD+08 2532,5.36,M4III,11.641,8.134166667,-6,5,0,0,0,0
2900,BD+46 1286,5.65,M0III,7.608777778,46.18027778,-28,-32,0,0,0,0
4861,BD+25 2568,6.31,G7V,12.81305556,24.84027778,-339,-108,0,0,0,0
1812,CP-81  134,6.51,K1III,5.207138889,-81.54166667,11,50,0,0,0,0
8079,BD+26 4073,6.12,K0II-III,21.10652778,26.92444444,44,-17,0,0,0,0
7864,BD+41 3805,6.49,K0III-IV,20.56344444,41.77222222,-15,-81,0,0,0,0
7448,BD+70 1073,6.07,K2,19.51672222,70.98944444,-16,37,0,0,0,0
4253,BD+34 2178,5.72,gG7,10.91616667,34.03472222,-60,-49,0,0,0,0
2805,BD+25 1660,5.03,G8III,7.39125,25.05055556,-69,-23,0,0,0,0
6650,CD-3512013,6.03,F2III-IV,17.88275,-35.62416667,46,-47,0,0,0,0
7274,BD-21 5292,6.41,gG8,19.20777778,-21.65805556,27,-12,0,0,0,0
8378,CP-56 9784,6.01,B9IV-V,22.00669444,-55.88277778,10,14,0,0,0,0
4570,CP-61 2829,5.57,B3V,11.96113889,-62.44888889,-22,-6,0,0,0,0
789,BD+47  683,6.48,G5II,2.717194444,48.26555556,7,2,0,0,0,0
8995,BD-19 6500,5.24,B9Vn,23.73669444,-18.27694444,29,-3,0,0,0,0
1011,CP-67  217,6.05,A3V,3.299722222,-66.92694444,55,7,0,0,0,0
3346,CP-54 1647,6.53,A0V,8.457611111,-55.01166667,-18,-10,0,0,0,0
2289,BD+03 1221,6.4,B3V,6.388472222,3.764444444,6,-13,0,0,0,0
7834,BD-15 5696,6.12,gG5+F,20.51786111,-15.05638889,-41,-56,0,0,0,0
9013,CD-2818353,4.57,A0V,23.81544444,-28.13027778,105,-106,0,0,0,0
7987,BD-09 5598,4.73,A3m,20.87755556,-8.983333333,44,-30,0,0,0,0
5561,BD-10 3989,5.46,K4III,14.94613889,-11.40972222,11,8,0,0,0,0
2230,BD-00 1234,5.65,F6V,6.259527778,-0.512222222,-158,-219,0,0,0,0
3271,CP-58 1095,6.42,F5V,8.298833333,-59.16694444,-44,-32,0,0,0,0
6816,CP-56 8706,5.33,B3IIIep,18.28541667,-56.02333333,-6,-13,0,0,0,0
1409,BD+15  631,3.84,K0IIIbFe-0.5,4.47625,15.96222222,103,-27,0,0,0,0
5828,BD+12 2875,6.25,G7.5IIIaFe-0.5,15.66955556,12.05305556,-7,-7,0,0,0,0
6684,BD+22 3237,5.58,gK3,17.93077778,22.46416667,-2,2,0,0,0,0
4959,BD+17 2595,5.91,K5III,13.16327778,16.84861111,-69,-12,0,0,0,0
1206,BD+30  591,6.1,O9.5ep,3.923055556,31.04583333,-13,-7,0,0,0,0
6779,BD+26 3178,5.9,A3V,18.13041667,26.0975,-2,33,0,0,0,0
850,CD-40  736,6.36,A0V,2.846638889,-39.93166667,55,7,0,0,0,0
8717,CD-3217312,6.1,K3III,22.93094444,-31.63305556,-33,-6,0,0,0,0
7928,CD-2715014,6.5,G8III,20.75366667,-27.24722222,8,6,0,0,0,0
6635,BD+20 3570,5.69,G5IV,17.80688889,20.56555556,26,8,0,0,0,0
6086,BD+73  713,5.98,A3V,16.24263889,73.395,-5,40,0,0,0,0
455,BD+40  332,4.09,F8V,1.613277778,41.40555556,-171,-382,0,0,0,0
8025,BD+40 4364,3.94,A1Vn,20.95288889,41.16722222,12,-16,0,0,0,0
3017,CD-43 3534,6.03,B6IV,7.755027778,-43.75222222,-4,2,0,0,0,0
3847,BD+31 2026,5.89,K6III,9.693111111,31.27805556,30,-1,0,0,0,0
6342,BD+69  884,6.4,K0,16.98405556,69.18638889,0,-38,0,0,0,0
8211,CD-3118291,6.5,A0,21.48438889,-31.23861111,22,-11,0,0,0,0
5736,BD+15 2858,5.17,M1III,15.42983333,15.42805556,-13,-7,0,0,0,0
7138,BD+33 3257,6.02,G8III+A2,18.91458333,33.96861111,-8,3,0,0,0,0
2337,BD+16 1159,6.23,G5,6.474444444,16.23833333,-95,-47,0,0,0,0
7777,BD+17 4294,5.8,gK5,20.33927778,17.79305556,20,-33,0,0,0,0
4337,BD+69  602,6.4,A3V,11.20305556,68.27194444,32,10,0,0,0,0
7364,BD-05 4964,6.52,A9V,19.41711111,-4.884166667,54,15,0,0,0,0
2555,CD-36 3189,5.96,A3V,6.86175,-36.23027778,-48,-64,0,0,0,0
2520,CD-51 2078,5.4,K1II-III+G:p,6.781333333,-51.26583333,-3,-97,0,0,0,0
6620,BD+27 2888,3.42,G5IV,17.77430556,27.72055556,-311,-751,0,0,0,0
1874,CD-38 2085,5.48,K2III,5.547583333,-38.51305556,40,-2,0,0,0,0
2506,BD-20 1576,6.08,B7IIIn,6.78375,-21.01555556,-14,5,0,0,0,0
2842,BD+08 1774,2.9,B8Ve,7.4525,8.289444444,-52,-38,0,0,0,0
80,BD+07   36,5.37,gK3,0.343305556,8.190277778,-2,8,0,0,0,0
1896,BD-06 1241,2.77,O9III,5.590555556,-5.91,0,1,0,0,0,0
8901,BD+61 2444,4.98,M1III,23.41397222,62.28277778,11,-13,0,0,0,0
7539,BD+10 4058,6.44,F8Ib-II,19.80844444,10.69416667,-7,-1,0,0,0,0
5641,CP-69 2267,5.81,C5,15.23863889,-70.07944444,0,0,0,0,0,0
4738,BD+09 2628,6.37,G8III,12.46169444,8.610277778,18,-10,0,0,0,0
6346,BD+00 3629,6.01,F8.5IV-V,17.08802778,0.7025,-3,-338,0,0,0,0
5972,CD-3710680,5.9,F3IV,16.07686111,-37.86305556,-137,-117,0,0,0,0
1891,BD-05 1315,7.96,B0V,5.587805556,-5.385277778,5,2,0,0,0,0
7205,BD+22 3561,6.4,A4V,19.03041667,22.26388889,21,-8,0,0,0,0
8049,CP-76 1473,6.58,K1III,21.14663889,-76.2125,-27,-22,0,0,0,0
7219,CP-68 3185,5.33,G8-K0III-IV,19.16463889,-68.42472222,145,-52,0,0,0,0
7314,CD-3513393,5.59,B3V,19.32777778,-35.42138889,7,-13,0,0,0,0
5188,BD+50 2027,1.86,B3V,13.79233333,49.31333333,-122,-11,0,0,0,0
6959,BD-14 5106,5.76,A2V,18.56083333,-14.85361111,25,-13,0,0,0,0
1909,CP-54  854,6.43,F8V,5.562333333,-54.90222222,72,11,0,0,0,0
4637,BD+26 2316,5.66,K4III,12.19755556,25.87027778,-38,-31,0,0,0,0
863,CP-63  197,6.03,K1III,2.872,-62.90972222,72,1,0,0,0,0
4682,BD+23 2448,6.27,A5III vs,12.32197222,23.03472222,-22,-12,0,0,0,0
5516,CD-36 9645,6.04,M3III,14.81058333,-36.63472222,-14,-48,0,0,0,0
3825,CD-24 8263,6.53,F2,9.609361111,-24.70277778,-119,60,0,0,0,0
1334,BD+41  852,5.92,K0III,4.337333333,41.80805556,11,-26,0,0,0,0
7425,BD+49 3034,5.53,gK1,19.52202778,50.30666667,-29,48,0,0,0,0
2509,BD+32 1414,5.71,K3II,6.828138889,32.60666667,-36,-47,0,0,0,0
625,BD+56  438,6.36,B5Ia,2.191388889,57.64583333,-13,5,0,0,0,0
2299,BD+16 1135,6.33,G9III,6.414694444,16.05694444,40,-46,0,0,0,0
5359,CD-42 9235,5.56,G8III,14.33602778,-43.05888889,-10,10,0,0,0,0
6715,BD+45 2635,6.48,B9pSiSr,17.98119444,45.47611111,2,27,0,0,0,0
6856,CD-2914834,2.7,K3-IIIa*,18.34991667,-29.82805556,35,-28,0,0,0,0
6206,CD-4010653,6.12,B6-7V,16.73163889,-41.11305556,-26,-13,0,0,0,0
8255,BD+23 4346,6.11,A4V,21.59083333,24.45222222,11,-11,0,0,0,0
1139,BD+23  507,3.7,B6III,3.747916667,24.11333333,19,-46,0,0,0,0
7783,BD+46 2910,6.5,B8/9IIIpSi,20.33225,46.8375,1,10,0,0,0,0
7007,BD+07 3798,6.28,G8III,18.66433333,7.358333333,7,-56,0,0,0,0
8339,BD+69 1198,6.29,A0V,21.78361111,70.15083333,-4,-26,0,0,0,0
3368,CD-44 4477,6.3,B4IV,8.510888889,-44.73722222,-13,11,0,0,0,0
6661,BD+48 2581,6.68,BepShell,17.83425,48.39416667,4,12,0,0,0,0
5571,BD+22 2764,6.49,A1V,14.951,21.55527778,-23,-28,0,0,0,0
7575,CD-2415668,6.18,K2V,19.90491667,-23.94111111,-131,-414,0,0,0,0
7145,BD+17 3778,6.63,B9pSi,18.93441667,17.995,11,-18,0,0,0,0
3251,BD+58 1112,5.89,F4V,8.340583333,57.74333333,61,14,0,0,0,0
4179,BD-00 2364,6.26,K1IV,10.69005556,-1.741666667,-137,-121,0,0,0,0
5787,CD-3210930,6.24,B8V,15.60316667,-33.09277778,-16,-17,0,0,0,0
4345,BD-20 3374,6.4,K0,11.20961111,-21.74916667,-11,12,0,0,0,0
8200,BD-00 4215,6.46,A1IV,21.43097222,0.534444444,40,13,0,0,0,0
4211,BD-16 3124,5.42,A3V,10.78111111,-17.29666667,-20,-13,0,0,0,0
2041,CP-52  791,6.35,K0-1III+A4V+A,5.841277778,-52.76777778,-25,15,0,0,0,0
3336,CD-25 6109,6.62,A2IV-V,8.464861111,-26.1325,-55,-2,0,0,0,0
7113,BD+36 3295,6.09,B6IV,18.86013889,36.53861111,-7,-22,0,0,0,0
34,CD-28   26,5.41,K5III,0.192888889,-27.79972222,10,16,0,0,0,0
3110,CD-29 5236,4.79,A2V,7.961138889,-30.33472222,-6,7,0,0,0,0
8172,BD-09 5728,5.99,M0III,21.38230556,-9.319444444,-25,-26,0,0,0,0
3629,CP-63 1093,6.37,K3III,9.102111111,-64.49972222,20,29,0,0,0,0
2824,CD-29 4328,2.45,B5Ia,7.401583333,-29.30305556,-4,5,0,0,0,0
2947,BD+05 1742,6.02,A0III,7.668611111,5.230833333,-8,-23,0,0,0,0
2928,BD+24 1730,6.17,A2V,7.653305556,24.2225,-12,2,0,0,0,0
6834,CP-80  849,5.95,K2III,18.48875,-80.23277778,-37,-62,0,0,0,0
283,BD+88    4,6.46,A3V,1.564,89.01555556,62,-36,0,0,0,0
4604,CP-60 3697,5.96,M2III,12.08252778,-60.96916667,-38,-32,0,0,0,0
7265,BD+16 3758,6.48,F5IV-V,19.1445,16.85138889,-36,-104,0,0,0,0
5952,CP-72 1902,5.7,K1IIICNII,16.09883333,-72.40083333,-37,69,0,0,0,0
8287,BD+54 2595,6.2,K0III,21.67869444,54.87222222,10,5,0,0,0,0
7173,BD+57 1922,5.66,K1III,18.94583333,57.815,-29,-62,0,0,0,0
4395,CP-56 4449,5.79,A4:pe,11.38558333,-56.77944444,-30,6,0,0,0,0
6126,BD-08 4243,4.63,A3m,16.46336111,-8.371666667,-87,21,0,0,0,0
2565,BD+46 1203,5.87,B8IIIe,6.942305556,46.27416667,18,13,0,0,0,0
6423,CD-3411626,5.91,K3V+K5V,17.31588889,-34.98972222,1170,-164,0,0,0,0
5379,CP-65 2718,6.36,A3V,14.42763889,-66.17333333,-59,-26,0,0,0,0
4366,BD-06 3344,6.14,A8IVpeSrCrSi,11.28283333,-7.134722222,-6,9,0,0,0,0
6900,BD+39 3410,5.12,A3IVn,18.40383333,39.50722222,-23,-2,0,0,0,0
1893,BD-05 1315,6.7,B0.5Vp,5.588138889,-5.387777778,5,2,0,0,0,0
1617,BD+21  751,4.64,A7V,5.051583333,21.59,66,-42,0,0,0,0
2841,BD+48 1538,5.72,B9pHgMn,7.481,48.18388889,7,-49,0,0,0,0
892,BD-10  585,6.14,A2m,2.979833333,-9.776388889,10,-11,0,0,0,0
5306,CD-2311551,6.34,K0,14.20680556,-24.36416667,11,-28,0,0,0,0
941,BD+28  499,5.72,B8III,3.160194444,29.07694444,19,-14,0,0,0,0
6552,BD+55 1945,4.87,A4m,17.53777778,55.17305556,148,56,0,0,0,0
6312,BD+65 1157,4.89,F6V,16.93380556,65.13472222,240,50,0,0,0,0
4514,BD+07 2479,4.03,M1IIIab,11.76433333,6.529444444,-18,-184,0,0,0,0
8481,CD-4514644,6.1,G8-K0III,22.25975,-44.45194444,13,-19,0,0,0,0
4151,CD-43 6395,6.08,G8II-IIICNVp,10.58625,-43.66472222,-30,23,0,0,0,0
6219,BD+34 2830,5.99,F2-3III-IV,16.73102778,34.03888889,-71,58,0,0,0,0
7857,BD+56 2444,6.14,gK5,20.52958333,56.78,-18,-7,0,0,0,0
1390,CD-34 1664,3.96,K4III,4.400611111,-34.01694444,69,51,0,0,0,0
5608,CP-64 3095,6.17,K3III,15.13244444,-65.27555556,7,-9,0,0,0,0
6876,CD-3412784,1.85,B9.5III,18.40286111,-34.38472222,-38,-124,0,0,0,0
4392,BD-17 3367,5.09,F5III,11.38941667,-18.78,-312,-34,0,0,0,0
1568,BD+07  755,5.33,gK1,4.913277778,7.779166667,-21,-27,0,0,0,0
1322,BD-07  780,4.43,K1-V,4.254527778,-7.652777778,-2242,-3414,0,0,0,0
8837,BD+23 4704,6.36,K2III,23.24347222,24.10305556,114,7,0,0,0,0
3402,BD+53 1269,6.42,K0,8.65,52.925,-22,-32,0,0,0,0
6493,BD+17 3241,5.98,M4IIIab,17.43177778,16.9175,-8,11,0,0,0,0
7207,BD-03 4460,5.42,A1V,19.04847222,-3.698888889,23,7,0,0,0,0
6961,CP-83  663,7.16,K1IIICNII:,18.86608333,-83.31638889,-8,-21,0,0,0,0
3594,CD-26 6647,6.2,K1IIICNII,9.019833333,-26.66388889,26,-56,0,0,0,0
2653,BD-09 1818,6.45,B9IIIn,7.065916667,-10.12416667,-25,-11,0,0,0,0
6122,CP-61 5701,5.2,K0II-IIICNIb-II,16.51372222,-61.63361111,-13,-13,0,0,0,0
5488,CP-87  235,6.48,Am,15.47197222,-88.13305556,-91,-77,0,0,0,0
7124,BD-16 5078,5.79,F4V,18.92527778,-16.37666667,-25,-185,0,0,0,0
2816,CD-31 4437,5.43,B5IIIn,7.3835,-31.92388889,-14,4,0,0,0,0
3811,BD-05 2840,5.56,K1III,9.57575,-5.915,11,-59,0,0,0,0
4664,BD+24 2443,4.95,G8IIIFe-0.5,12.27236111,23.94527778,-27,-7,0,0,0,0
1087,CD-50 1071,5.68,K2III,3.543,-50.37861111,97,79,0,0,0,0
3705,CD-51 3693,5.87,B6Iae,9.311722222,-51.56055556,-14,0,0,0,0,0
2283,BD+22 1304,2.88,M3IIIab,6.382666667,22.51361111,54,-111,0,0,0,0
7625,BD+39 3968,5.45,B5V,19.95386111,40.36805556,8,7,0,0,0,0
8348,BD-14 6149,5.08,F1III,21.88827778,-13.55166667,313,13,0,0,0,0
1493,BD-19  988,4.32,M4III,4.674027778,-19.67166667,21,-96,0,0,0,0
2215,BD-03 1345,5.83,G8III,6.23175,-3.741388889,-11,25,0,0,0,0
3593,BD+00 2449,5.67,K0III,9.032777778,-0.482777778,-48,69,0,0,0,0
891,BD+37  675,6.11,B8Vne,3.003277778,38.13166667,6,-28,0,0,0,0
1212,BD+34  768,5.49,B1.5V,3.941305556,35.08111111,5,-1,0,0,0,0
2881,CP-52 1198,5.87,K0III,7.499888889,-52.65111111,-31,58,0,0,0,0
2466,BD-09 1601,5.19,M0III,6.699,-9.167222222,43,-40,0,0,0,0
6544,CD-4911577,5.93,K0III,17.62422222,-50.06,-9,-99,0,0,0,0
8854,BD+44 4368,6.43,K0IV,23.28794444,45.16416667,97,-65,0,0,0,0
1548,BD+36  952,4.78,K2.5IIIbBa0.4,4.877222222,36.70305556,-27,-7,0,0,0,0
3553,CD-27 6072,4.89,A3IV,8.925416667,-27.68194444,79,-102,0,0,0,0
3770,BD+23 2107,4.31,K5III,9.528666667,22.96805556,-21,-33,0,0,0,0
1877,BD+09  879,5.61,B0.5V,5.585694444,9.935,1,-6,0,0,0,0
3465,CD-32 5651,3.68,B1.5III,8.726527778,-33.18638889,-11,11,0,0,0,0
6442,BD-20 4731,4.39,F1III-IV,17.35005556,-21.11277778,232,-206,0,0,0,0
4680,BD+87  107,6.33,F4V,12.28094444,86.43611111,210,-3,0,0,0,0
8672,CD-5113389,3.49,A3V,22.80925,-51.31694444,108,-71,0,0,0,0
1346,BD+09  562,6.31,K0,4.327083333,10.12138889,2,-40,0,0,0,0
8467,CD-2515815,5.58,F6III-II,22.229,-25.18083333,74,16,0,0,0,0
8034,BD+16 4425,6.66,F4III,20.99744444,16.82416667,41,-14,0,0,0,0
3934,BD+13 2183,5.26,B9IV,9.970388889,12.44472222,-25,-15,0,0,0,0
5797,BD+39 2889,5.11,M1.5III-IIIb,15.5875,39.01,29,6,0,0,0,0
633,BD+07  347,5.63,G0IV,2.189194444,8.569722222,-139,-112,0,0,0,0
3909,CD-45 5508,4.58,G5Ib,9.861333333,-46.54777778,-8,-1,0,0,0,0
8495,BD+37 4526,4.13,K3-II-III,22.26616667,37.74888889,13,4,0,0,0,0
5257,CD-44 9040,4.34,F6II,14.02872222,-45.60361111,2,-19,0,0,0,0
6668,CD-3612008,6.06,B9.5III,17.91886111,-36.47583333,-14,-9,0,0,0,0
4208,CP-70 1183,6.26,A5IV-V,10.73872222,-70.86,-75,-7,0,0,0,0
6278,BD+10 3092,4.38,B8V,16.90013889,10.16527778,-51,-36,0,0,0,0
7632,BD+19 4229,3.47,M0-III,19.97927778,19.49222222,66,24,0,0,0,0
6742,CP-63 4292,4.35,A7pSr,18.143,-63.66833333,13,-188,0,0,0,0
8364,CD-3814801,6.18,F1III-IV,21.95061111,-37.74694444,22,-3,0,0,0,0
8666,CP-62 6369,6.37,K0III,22.80594444,-61.68416667,69,3,0,0,0,0
3459,CD-47 4251,5.51,B1.5Vn,8.704444444,-48.09916667,-24,-8,0,0,0,0
6237,BD-15 4395,6.1,A5V,16.82438889,-15.6675,12,31,0,0,0,0
7536,CD-2916546,6.05,F2V,19.81988889,-28.78888889,126,-96,0,0,0,0
4119,BD-06 3173,6.2,K5III+F6V,10.51630556,-7.6375,-39,5,0,0,0,0
4100,BD+45 1832,6.35,K0,10.47680556,45.21222222,-21,-19,0,0,0,0
7831,BD+29 4057,4.01,F5II,20.48991667,30.36861111,7,0,0,0,0,0
1285,BD-16  796,5.37,B4V,4.154944444,-16.38583333,2,5,0,0,0,0
3180,BD-20 2395,5.38,A5II,8.121666667,-20.55472222,-16,-6,0,0,0,0
8513,BD-22 5897,5.13,K2III,22.35988889,-21.59833333,-8,-85,0,0,0,0
4501,BD+67  714,5.3,K3III,11.70788889,66.745,-43,38,0,0,0,0
8725,BD-05 5894,6.31,G9III,22.95477778,-4.81,-15,2,0,0,0,0
2612,BD+16 1354,5.68,K3Ib,7.004388889,16.07888889,-7,-5,0,0,0,0
7917,CP-5211752,4.51,A7III-IV-A9,20.73397222,-51.92111111,158,-58,0,0,0,0
8023,BD+48 3249,5.9,G8II-III,20.94052778,49.19583333,9,7,0,0,0,0
8695,BD+09 5122,5.16,F7IV,22.87336111,9.835555556,522,44,0,0,0,0
8331,BD+60 2288,4.29,A2Ia,21.75747222,61.12083333,-3,-3,0,0,0,0
6985,BD-21 5076,5.94,A8IIIn,18.63177778,-21.39777778,0,-67,0,0,0,0
5901,CD-2412352,4.59,B2.5Vn,15.89352778,-25.32722222,-16,-25,0,0,0,0
2169,BD+52 1041,6.3,A5IIIm,6.196111111,52.64722222,11,-70,0,0,0,0
4005,BD+60 1246,6.25,M0III,10.25213889,59.98555556,15,9,0,0,0,0
484,CP-56  329,5.76,K5V,1.663277778,-56.19472222,279,20,0,0,0,0
3491,CD-45 4526,5.46,B3Ia,8.775166667,-45.91277778,6,-12,0,0,0,0
3646,BD+06 2120,6.35,A9IVDel Del,9.198777778,5.468333333,-101,-25,0,0,0,0
7289,CD-2415161,6.25,F9V,19.25922222,-24.17916667,116,-95,0,0,0,0
128,BD+62  102,4.16,B1Ia,0.55,62.93166667,3,-3,0,0,0,0
8274,BD+01 4517,5.1,K0III,21.65925,2.243611111,-26,-82,0,0,0,0
7537,BD+25 3972,5.95,K0II-III,19.79683333,25.38388889,82,-26,0,0,0,0
6804,BD+36 3039,5.58,G8III,18.16638889,36.46638889,11,15,0,0,0,0
7647,CD-2816355,4.58,M4III,20.04430556,-27.70972222,36,17,0,0,0,0
8209,BD-12 6005,6.61,F3V,21.47052778,-11.56833333,9,-48,0,0,0,0
4985,CP-58 4738,5.89,K0-1III,13.23669444,-58.68388889,-51,-12,0,0,0,0
3361,CD-36 4715,6.69,M2Iab,8.508222222,-36.72111111,-19,12,0,0,0,0
5616,CD-3011960,5.96,A0pSi,15.10925,-30.91888889,-16,-38,0,0,0,0
5520,BD-13 3986,5.31,A1pSrCrEu,14.82197222,-14.14888889,-61,-14,0,0,0,0
4178,BD+69  586,5,K3III-IIIb,10.71780556,69.07611111,2,-12,0,0,0,0
2444,CD-32 3216,5.27,K2III,6.629888889,-32.33972222,105,68,0,0,0,0
6117,BD+19 3098,6.7,M7IIIe,16.42991667,18.8925,22,-3,0,0,0,0
3082,CD-36 3989,5.43,K0III,7.884305556,-36.36388889,-5,-5,0,0,0,0
4015,CP-59 1974,6.1,B4Ve,10.21702778,-59.91805556,-6,0,0,0,0,0
1720,CD-27 2161,5.07,B9V,5.25675,-26.94333333,10,-18,0,0,0,0
1203,BD-18  691,6.22,gK+F,3.886944444,-18.43444444,11,0,0,0,0,0
3630,BD+72  444,6.55,G8III-IV,9.234222222,71.65583333,-28,-38,0,0,0,0
5648,CD-44 9932,4.82,B3IV,15.21375,-44.50055556,-34,-28,0,0,0,0
486,BD+04  293,4.44,K3IIIbBa0.1,1.690527778,5.4875,-21,2,0,0,0,0
7355,BD+14 3896,6.64,F1V,19.38561111,14.92111111,-27,-9,0,0,0,0
8050,BD+45 3364,5.37,B1Ve,21.01969444,46.15583333,6,8,0,0,0,0
3777,CD-31 7355,7,A2V,9.512611111,-31.89138889,-13,-26,0,0,0,0
4508,CP-61 2559,5.03,G00-IaFe1,11.72533333,-62.48944444,-8,3,0,0,0,0
5935,BD+42 2652,5.75,B9pe,15.92516667,42.56611111,-25,15,0,0,0,0
886,CD-24 1343,5.84,K2III,2.96825,-23.60611111,60,50,0,0,0,0
4568,CD-32 8413,6.21,A0V,11.95102778,-33.31527778,-55,3,0,0,0,0
5890,CD-2912030,6.4,K1III,15.87022222,-29.88666667,-135,-89,0,0,0,0
3969,CD-35 6130,6.27,K1III,10.08755556,-36.38388889,-10,3,0,0,0,0
6383,CD-2512018,6.54,A0pHg,17.20377778,-25.25472222,-14,-33,0,0,0,0
2611,CD-26 3646,6.37,B2.5III,6.968777778,-27.16472222,6,-8,0,0,0,0
5968,BD+30 2738,4.99,A0p:Hg:,16.02405556,29.85111111,-39,-9,0,0,0,0
5943,CP-54 6922,6.13,A5V,16.01844444,-54.57777778,-43,-39,0,0,0,0
7706,BD-09 5382,6.49,B1V,20.18613889,-8.842222222,6,0,0,0,0,0
2593,BD-16 1661,4.37,B3II,6.935611111,-17.05416667,-3,2,0,0,0,0
658,BD+57  535,5.75,K3III,2.299972222,57.89972222,63,5,0,0,0,0
1466,BD+00  798,5.31,B7V,4.620472222,0.998333333,-4,-4,0,0,0,0
8216,BD+07 4696,6.4,M1,21.47355556,8.195555556,11,-25,0,0,0,0
3294,BD-03 2333,5.61,F3V,8.409722222,-3.751111111,-210,-24,0,0,0,0
7673,BD+64 1405,5.27,M1III-IIIb,20.02458333,64.82111111,7,-12,0,0,0,0
2732,CP-70  600,5.69,F2V,7.145055556,-70.49722222,7,101,0,0,0,0
8674,BD+57 2612,6.36,B9.5IV,22.78977778,58.48277778,7,1,0,0,0,0
412,BD+33  234,6.27,F7IVb vs,1.451722222,34.3775,154,-11,0,0,0,0
5665,CD-43 9749,6.04,B3IV,15.26958333,-43.48472222,-7,3,0,0,0,0
5173,CD-49 8198,5.45,K2III,13.794,-50.32111111,-151,-23,0,0,0,0
284,BD+50  202,6.47,A3V,1.038444444,51.035,-4,-13,0,0,0,0
4901,BD+34 2369,6.26,A7IV,12.90363889,33.53444444,-90,32,0,0,0,0
3352,BD+24 1940,5.75,F0IIIn,8.525138889,24.08111111,-82,-44,0,0,0,0
877,CP-64  206,6.56,K2-3III,2.905805556,-64.43555556,9,-4,0,0,0,0
6551,BD+55 1944,4.88,A6V,17.53627778,55.18416667,147,57,0,0,0,0
1840,BD+32 1024,4.76,B5Iab,5.545472222,32.19194444,-2,-3,0,0,0,0
1265,BD+27  633,5.2,B9pSi,4.110111111,27.6,19,-53,0,0,0,0
373,BD+46  319,6.25,K0,1.302833333,47.41972222,18,-2,0,0,0,0
4359,BD+23 2322,4.63,M3IIb,11.25338889,23.09555556,-24,-6,0,0,0,0
1163,BD+68  286,6.32,B9IVp,3.861611111,68.5075,17,-16,0,0,0,0
3558,BD+15 1945,5.2,A5III,8.954138889,15.32277778,56,17,0,0,0,0
6448,CD-4711484,5.25,B2IIIne,17.38780556,-47.46833333,-10,-24,0,0,0,0
8017,BD+46 3111,5.67,B8Ia,20.9305,47.41777778,-3,-2,0,0,0,0
7727,BD+46 2881,4.83,A5IIIn,20.22166667,46.81583333,12,-1,0,0,0,0
5199,BD-19 3754,6.53,G5III-IV:+A5:,13.84291667,-19.89722222,-46,34,0,0,0,0
8110,BD+67 1291,7.33,M7IIIe,21.15888889,68.49027778,-32,-67,0,0,0,0
8165,BD+76  833,5.95,K5III,21.26172222,77.01222222,13,10,0,0,0,0
2192,BD-06 1439,6.15,A0pSrCr,6.183694444,-6.754166667,4,-3,0,0,0,0
8222,BD+23 4325,4.57,M1+III,21.49913889,23.63888889,24,4,0,0,0,0
1370,BD+17  712,3.76,K0-IIICN0.5,4.38225,17.5425,107,-30,0,0,0,0
7854,BD+09 4579,6.56,A2Vnn,20.56488889,10.05972222,-7,7,0,0,0,0
3517,CD-44 4861,4.93,A2III,8.829916667,-45.30805556,-10,10,0,0,0,0
1372,BD+20  751,5.99,B8IV-V,4.392333333,20.98222222,16,-28,0,0,0,0
3153,CP-53 1505,5.87,B5Vn,8.013861111,-54.15138889,-23,8,0,0,0,0
3584,BD+32 1829,5.82,A2V,9.023361111,32.2525,-4,3,0,0,0,0
