PPM,DM,vmag,sptype,ra (hrs),dec (deg),pmra (mas/yr),pmdec (mas/yr),ura (mas),udec (mas),upmra (mas/yr),upmdec (mas/yr)
6310,BD+42 2774,6.34,K3III,16.96394444,42.5125,-7,-46,0,0,0,0
3128,BD-18 2118,4.61,A2Vn,7.997777778,-18.39916667,-2,-39,0,0,0,0
6571,BD+48 2542,5.37,gK1,17.61044444,48.58555556,31,65,0,0,0,0
1488,BD+75  189,6.06,A9IV,4.813972222,75.94111111,35,-135,0,0,0,0
2938,CP-55 1282,6.39,K1-2IIICNII,7.600472222,-55.8875,-2,10,0,0,0,0
7494,BD-15 5444,5.49,F5IV,19.72597222,-15.47,154,-180,0,0,0,0
5724,BD+30 2653,5.58,G0V,15.38675,30.28777778,138,-187,0,0,0,0
906,CP-64  215,4.99,A3-5IIIm:,2.979944444,-64.07138889,22,1,0,0,0,0
1443,BD+28  666,5.88,B9pHg,4.577222222,28.96111111,2,-25,0,0,0,0
5341,BD-17 4053,6.22,G5,14.28438889,-18.58527778,1,5,0,0,0,0
4326,CP-70 1305,5.57,B2V,11.11386111,-70.87805556,-27,0,0,0,0,0
7958,CD-2615282,5.86,B7IIIp,20.82155556,-25.78138889,15,-21,0,0,0,0
4323,CP-64 1630,6.41,A3V,11.10672222,-64.83972222,-50,8,0,0,0,0
6083,CD-4310724,5.88,G3II,16.37469444,-43.91222222,-27,-14,0,0,0,0
7925,BD+14 4403,4.43,A7IIIpDel Del,20.72430556,15.07444444,-19,-43,0,0,0,0
5114,CD-33 9189,6.5,K0III,13.61402778,-34.46777778,-11,-28,0,0,0,0
8859,CP-88  204,5.49,K2III,23.46769444,-87.48222222,15,9,0,0,0,0
7811,BD-18 5685,5.25,B8II-III,20.45533333,-18.21166667,15,-11,0,0,0,0
4473,CD-47 6997,5.44,K2III,11.62608333,-47.74722222,-72,27,0,0,0,0
2073,BD+11  975,5.87,K2III,5.947083333,11.52111111,106,-58,0,0,0,0
2465,CP-61  688,6.18,G1-2V,6.6335,-61.53305556,-11,84,0,0,0,0
3250,CD-35 4401,6.16,K2III,8.266361111,-35.90277778,5,15,0,0,0,0
6177,BD+72  734,6.3,K2III,16.52447222,72.61194444,-43,41,0,0,0,0
7567,BD+00 4337,3.9,F6Ib,19.87455556,1.005555556,11,-7,0,0,0,0
7956,CP-62 6180,6.28,A2-3IV-V,20.86063889,-62.42916667,76,-47,0,0,0,0
1278,BD+71  239,6.03,K1III,4.229138889,72.12638889,13,-27,0,0,0,0
1667,BD+27  732,6.01,A5m,5.162527778,28.03055556,54,-60,0,0,0,0
2345,CD-48 2308,5.76,B9V,6.428777778,-48.17722222,-5,-32,0,0,0,0
7272,CP-69 2962,6.27,A6IV-V,19.27458333,-69.19055556,0,-24,0,0,0,0
6113,CD-4710765,4.47,B4V,16.45308333,-47.555,-5,-30,0,0,0,0
5715,BD+33 2581,5.37,B9Vn,15.3635,32.93388889,-51,17,0,0,0,0
1347,BD+46  872,4.85,B4IV,4.359222222,46.49888889,25,-35,0,0,0,0
6037,CP-57 7716,5.63,A3III,16.26380556,-57.91222222,-22,-48,0,0,0,0
4718,CD-41 7163,6.11,G5III+F-G,12.41902778,-42.51444444,-130,-22,0,0,0,0
1255,BD-20  769,6.46,B2.5V,4.056861111,-20.14416667,3,-14,0,0,0,0
4607,BD+63  999,6.13,K2III,12.09436111,62.93305556,-50,-75,0,0,0,0
5976,CP-55 7079,6.16,F2II,16.12333333,-56.19138889,-3,-11,0,0,0,0
1970,CD-34 2401,5.29,B9.5V,5.704194444,-34.66777778,-8,51,0,0,0,0
1061,CP-69  192,5.96,F3-5IV,3.426722222,-69.33638889,-2,63,0,0,0,0
637,BD-02  375,5.93,gG9,2.193277778,-1.825277778,-8,-31,0,0,0,0
5619,BD-15 4026,5.2,K5-III,15.11044444,-16.25694444,-33,-22,0,0,0,0
1991,BD+68  412,6.2,G9III,5.882083333,68.47138889,5,-51,0,0,0,0
8310,BD+16 4582,4.34,G5Ib,21.74186111,17.35,12,-13,0,0,0,0
4104,CP-54 3651,5.58,K3II-III,10.44694444,-54.8775,-7,-8,0,0,0,0
180,CP-57  143,5.7,ApSrEuCr,0.696222222,-56.50166667,85,44,0,0,0,0
4147,BD+37 2100,6.28,F3V,10.60594444,36.32694444,36,-37,0,0,0,0
1393,BD+14  697,4.69,G7IIIaFe-1,4.443444444,14.71361111,-2,-33,0,0,0,0
5449,BD+50 2095,5.74,M1IIIab,14.57766667,49.36833333,-45,54,0,0,0,0
6368,CD-4411502,5.08,G8-K0III+G,17.17841667,-44.5575,-33,-56,0,0,0,0
4121,BD+33 1999,5.9,A0IV,10.53094444,32.37944444,15,6,0,0,0,0
5125,CD-2810181,5.83,F5V,13.645,-29.56083333,-78,-69,0,0,0,0
5380,BD-11 3729,6.21,G7III,14.39044444,-11.71416667,-9,-58,0,0,0,0
3683,BD+35 1971,5.75,A8V,9.307222222,35.36416667,-41,-24,0,0,0,0
526,BD+51  416,5.9,F5IV,1.849194444,51.93333333,41,-120,0,0,0,0
8508,BD+62 2059,5.75,K3III,22.30352778,62.80444444,46,15,0,0,0,0
2030,BD+14 1060,5.59,B9pSiCrEu,5.872861111,14.17166667,-20,-5,0,0,0,0
7101,CD-2613562,6.29,G8/K0III,18.87458333,-26.65027778,13,-46,0,0,0,0
696,BD+49  656,4.71,K4+III,2.427055556,50.27861111,27,-10,0,0,0,0
9003,CD-5014047,5.18,B3V,23.78777778,-50.22666667,11,-29,0,0,0,0
1331,BD+09  558,6.54,A4III,4.306805556,9.486666667,-23,-34,0,0,0,0
5352,BD-18 3789,5.9,A0pCrEu,14.31063889,-18.71611111,-59,-42,0,0,0,0
4175,BD+66  678,5.12,K2III,10.69905556,65.71638889,-162,-69,0,0,0,0
5224,BD+69  724,6.4,K2IV,13.84977778,68.31527778,-172,-55,0,0,0,0
7020,BD-19 5134,6.35,M4III,18.71533333,-19.28388889,-1,-24,0,0,0,0
5548,CP-62 4337,5.11,B4Vnpe,14.94555556,-62.78083333,-11,0,0,0,0,0
5242,BD+32 2411,6.32,F4IV-V,13.93625,32.0325,-118,48,0,0,0,0
3931,BD+84  225,6.37,K0,10.14286111,83.91833333,-4,7,0,0,0,0
6666,BD+40 3225,6.46,G0V,17.85388889,40.0725,-12,12,0,0,0,0
3374,BD+36 1840,5.78,A2Vnn,8.578833333,36.41944444,-31,-44,0,0,0,0
8485,CD-4215846,5.1,G8III,22.27405556,-41.6275,-5,-13,0,0,0,0
3519,BD+28 1660,5.95,G8V,8.876611111,28.33083333,-484,-234,0,0,0,0
8476,BD+60 2358,5.35,K1III,22.20052778,60.75944444,-8,19,0,0,0,0
8645,BD+53 2960,6.12,K2,22.70577778,53.90888889,-1,-6,0,0,0,0
7664,BD-01 3887,5.68,K4III,20.07311111,-0.709444444,3,-118,0,0,0,0
1245,BD+65  391,6.17,A3m,4.110833333,65.52083333,30,-21,0,0,0,0
8491,BD+56 2741,4.19,F0IV,22.25055556,57.04361111,447,48,0,0,0,0
1507,BD+70  322,6.37,A0IV,4.843444444,70.94166667,1,-20,0,0,0,0
148,BD-15  109,6.45,G9III,0.600833333,-14.97361111,-83,-79,0,0,0,0
840,BD+34  527,4.53,K5+III,2.858555556,35.05972222,9,-61,0,0,0,0
4921,BD+31 2434,4.9,G9IIICH-2Fe1Ca1,13.00458333,30.785,-18,-13,0,0,0,0
3406,BD+33 1728,5.94,gK2,8.638611111,32.80194444,-24,-10,0,0,0,0
3319,CD-42 4219,5.98,B3V,8.415888889,-42.76944444,-11,19,0,0,0,0
6766,BD-17 5028,5.52,K1III,18.13011111,-17.15416667,-99,59,0,0,0,0
289,BD+60  157,5.92,F0II,1.060277778,61.075,-6,4,0,0,0,0
8379,BD-05 5674,6.22,K2V,21.98194444,-4.373055556,1,-254,0,0,0,0
8522,BD+75  820,6.66,A1Vn,22.30566667,76.48805556,5,3,0,0,0,0
6477,BD+53 1937,5.67,K4III,17.36261111,53.42055556,21,5,0,0,0,0
4545,CD-30 9506,5.85,F7V,11.86155556,-30.835,-10,-295,0,0,0,0
5954,BD+37 2695,5.62,gK5,15.98269444,36.64388889,22,29,0,0,0,0
1004,BD+03  461,5.69,G8.5III,3.351888889,3.675555556,51,-26,0,0,0,0
3676,CP-55 2035,5.27,G8II-III,9.238333333,-55.56972222,-35,27,0,0,0,0
5412,BD+28 2332,7.12,A1V,14.47591667,28.29083333,17,8,0,0,0,0
1682,BD-02 1161,6.25,K1-IVa,5.182777778,-2.253888889,75,-145,0,0,0,0
1719,BD+42 1239,5.48,M4III,5.304416667,42.79222222,38,-23,0,0,0,0
4442,CD-26 8620,6.16,M1III,11.53980556,-26.74666667,-79,33,0,0,0,0
4586,BD+07 2502,4.66,A5V,12.01455556,6.614166667,1,-30,0,0,0,0
7329,BD+12 3879,5.53,F0III,19.32758333,12.37472222,8,21,0,0,0,0
1693,BD-12 1095,4.45,B8V,5.204972222,-11.86916667,27,-15,0,0,0,0
8028,CD-3614530,6.11,F5V,20.99991667,-36.12972222,106,-61,0,0,0,0
5074,BD+41 2400,6.47,G8III,13.47394444,40.72972222,9,-56,0,0,0,0
721,CD-34  905,5.14,A2V,2.467138889,-33.81111111,20,7,0,0,0,0
1381,CD-25 1862,5.83,K5,4.384916667,-24.89222222,18,-15,0,0,0,0
693,BD+55  612,6.25,B2Ia,2.421111111,56.61,-2,8,0,0,0,0
5692,CD-40 9538,3.22,B1.5IV,15.35619444,-40.6475,-15,-26,0,0,0,0
2463,BD+17 1357,5.21,A2V,6.70675,17.64527778,5,-87,0,0,0,0
2332,BD-00 1299,5.55,K5III,6.454333333,-0.276111111,0,-8,0,0,0,0
2130,BD+11 1009,6.08,A0V s,6.056861111,11.68083333,-16,-15,0,0,0,0
8568,BD+57 2548,3.75,F5Ib-G2Ib,22.48619444,58.41527778,15,1,0,0,0,0
2807,BD+23 1698,6.02,A1V,7.391166667,22.94527778,-22,-36,0,0,0,0
3868,CD-27 6881,4.79,A8V+F7II-III,9.736694444,-27.76944444,-47,35,0,0,0,0
811,CD-41  769,6.36,B9V,2.722305556,-40.5275,19,24,0,0,0,0
955,BD+06  496,5.56,K1IIIep+A6V,3.207333333,6.660833333,-9,-4,0,0,0,0
7902,BD-16 5663,5.8,gG7,20.67569444,-16.12416667,-67,71,0,0,0,0
6428,BD+33 2864,4.82,B1.5Vp+B5III,17.28875,33.1,-8,-3,0,0,0,0
2503,BD+02 1397,4.47,K0+IIIaBa0.2,6.797666667,2.412222222,-18,-12,0,0,0,0
6749,BD+02 3482,4.03,K0V,18.09091667,2.499444444,266,-1093,0,0,0,0
3716,BD+75  377,6.29,A5V s,9.464333333,75.09833333,-14,15,0,0,0,0
7014,BD+40 3446,6.25,B9V,18.65919444,40.935,27,-2,0,0,0,0
6512,BD+58 1731,6.51,A4V,17.43469444,58.65194444,-7,15,0,0,0,0
5229,BD-00 2758,5.15,K2III,13.91169444,-1.503055556,-88,-18,0,0,0,0
8086,BD+47 3292,4.55,K4Ib-IIa,21.11002778,47.64833333,8,1,0,0,0,0
2502,CP-71  476,6.51,K1IIICNII,6.682722222,-71.77555556,31,-51,0,0,0,0
2943,BD+59 1103,4.99,A3IVn,7.716777778,58.71027778,-37,-51,0,0,0,0
6757,CP-59 7231,6.38,K4III,18.166,-59.04,-21,-1,0,0,0,0
6560,BD+37 2908,6.1,G9III,17.59511111,37.30166667,15,3,0,0,0,0
7836,BD+20 4602,6.18,A1m,20.51613889,20.60583333,93,45,0,0,0,0
374,CP-69   45,4.86,F6IV,1.262805556,-68.87611111,399,107,0,0,0,0
1472,CP-63  342,5.79,K1III,4.559444444,-62.82361111,-115,-23,0,0,0,0
6570,BD+61 1678,5.23,G0Va,17.58319444,61.875,260,-507,0,0,0,0
1767,BD+03  871,5,B1V,5.380555556,3.544444444,-4,-2,0,0,0,0
3195,BD+15 1775,6.23,A1V,8.183,14.62944444,-28,-14,0,0,0,0
8600,BD+38 4808,5.73,B2Ve,22.59786111,39.63416667,5,-6,0,0,0,0
6789,BD+49 2732,6.32,A2V,18.11841667,49.71055556,-2,22,0,0,0,0
1798,CP-56  840,6.11,B8-9V,5.372805556,-56.13444444,-5,20,0,0,0,0
810,BD+09  359,4.27,F0IV,2.749027778,10.11416667,284,-36,0,0,0,0
2599,CP-70  572,5.4,B7IV,6.8575,-70.96333333,1,23,0,0,0,0
2989,CD-25 4966,6.55,A3,7.727527778,-25.50388889,1,-5,0,0,0,0
5850,BD+02 2989,5.88,G2.5V,15.73383333,2.515,-54,-151,0,0,0,0
2560,CD-48 2556,6.42,K2-3III,6.859111111,-48.2925,39,-9,0,0,0,0
2393,BD+71  359,5.92,K0III,6.675611111,71.74888889,-2,15,0,0,0,0
7736,BD+25 4165,4.78,B3Ve,20.25441667,25.59194444,8,-6,0,0,0,0
7561,BD+32 3593,4.23,S6+/1e,19.84275,32.91416667,-27,-40,0,0,0,0
6603,BD+72  800,5.86,G9III,17.61911111,72.45583333,21,22,0,0,0,0
5906,BD+17 2926,6.36,K0,15.88227778,17.40361111,-41,2,0,0,0,0
6449,BD+18 3351,5,M2IIIab,17.33858333,18.05722222,9,-55,0,0,0,0
1127,BD+45  804,6.11,A7IV,3.744694444,46.09972222,-4,-24,0,0,0,0
5824,BD+35 2711,6.11,K0,15.64691667,34.675,-6,-16,0,0,0,0
1498,BD+32  827,6.45,A8V,4.730083333,32.86527778,-35,-42,0,0,0,0
1992,BD+39 1418,4.52,G8IIIFe-1,5.819583333,39.18111111,-25,-22,0,0,0,0
5039,CP-74 1057,5.05,K0III,13.41863889,-74.88777778,-115,-130,0,0,0,0
2484,BD+48 1436,5.22,K0III,6.794333333,48.78944444,-1,6,0,0,0,0
7465,BD+38 3677,6.5,B5II-III,19.61572222,38.38388889,0,0,0,0,0,0
4841,CP-67 2064,3.05,B2.5V,12.77136111,-68.10805556,-39,-17,0,0,0,0
4569,BD+41 2253,6.62,F6V,11.95405556,40.34361111,-160,-62,0,0,0,0
5040,CD-32 9322,6.22,M1III,13.38575,-33.19,-5,-5,0,0,0,0
5061,BD-11 3516,5.25,M0III,13.44533333,-12.70777778,-130,-20,0,0,0,0
4132,CD-44 6583,5.74,B6II,10.53263889,-45.06666667,0,-2,0,0,0,0
3511,CD-39 4838,5.48,A2/3IV,8.827555556,-40.32055556,-8,-14,0,0,0,0
452,BD+13  240,6.22,B9.5III,1.596222222,14.66138889,4,-11,0,0,0,0
1159,BD-12  707,4.42,M2III,3.769027778,-12.10166667,48,58,0,0,0,0
1090,CD-31 1450,6.2,F5V,3.565777778,-31.08027778,-21,62,0,0,0,0
6238,CD-3411285,2.29,K2.5III,16.83605556,-34.29333333,-611,-255,0,0,0,0
447,BD+17  224,5.89,M2IIIab,1.580305556,18.46055556,33,-69,0,0,0,0
8245,BD+45 3584,6.25,K1Ib,21.55497222,45.85416667,-1,3,0,0,0,0
5198,BD+21 2578,4.91,K4III,13.82855556,21.26416667,24,17,0,0,0,0
5748,CD-3810425,6.25,A7V,15.53455556,-38.62305556,-26,-89,0,0,0,0
8170,BD+19 4691,4.08,K1III,21.36811111,19.80444444,106,64,0,0,0,0
8256,BD+51 3091,6.15,B9IIIe,21.57430556,51.69833333,7,0,0,0,0,0
6590,CD-2711850,6.36,A9V:,17.72161111,-27.88416667,10,-6,0,0,0,0
3738,BD-00 2195,6.01,K2IIIb,9.439527778,-1.463888889,-1,-3,0,0,0,0
7907,CD-2615192,6.28,K2III,20.69002778,-26,-2,-29,0,0,0,0
3443,BD-11 2432,6.45,A5m,8.702722222,-11.96611111,-31,-22,0,0,0,0
3233,BD+72  409,5.98,M0III,8.344527778,72.40722222,4,-25,0,0,0,0
4201,CP-63 1619,5.77,B2.5V,10.73088889,-64.24888889,-14,6,0,0,0,0
8001,BD+41 3922,6.66,A1V,20.89066667,42.41027778,11,2,0,0,0,0
1712,CD-35 2176,6.98,K4III,5.229583333,-35.82555556,36,-51,0,0,0,0
3801,BD+24 2104,6.25,gK7,9.566416667,23.45388889,-52,-87,0,0,0,0
3551,BD-17 2691,5.75,K2-3III,8.920111111,-18.24138889,20,4,0,0,0,0
8080,BD-18 5862,6.17,A0V,21.12905556,-17.45527778,18,-27,0,0,0,0
6091,BD+01 3215,4.82,F0V,16.36788889,1.029166667,-155,50,0,0,0,0
329,CP-62   89,5.37,G5III,1.121861111,-61.77527778,73,-12,0,0,0,0
4466,CD-32 8199,5.74,K0III,11.60972222,-33.57,40,-37,0,0,0,0
1053,BD+48  938,6.29,A0Vn,3.524833333,49.20972222,-5,1,0,0,0,0
2911,BD+49 1653,5.92,A5m,7.631638889,48.77361111,-26,-32,0,0,0,0
2011,BD+09  978,5.8,G8III,5.834055556,9.871111111,5,-10,0,0,0,0
1885,CD-29 2348,6.53,A0V,5.564472222,-29.84888889,14,21,0,0,0,0
6504,BD+34 2971,5.94,A0V,17.44616667,34.69583333,-24,47,0,0,0,0
2507,CD-37 3065,6.21,B4Vne,6.770027778,-37.77555556,-8,2,0,0,0,0
1075,BD+39  811,5.81,A5m,3.55975,39.89944444,19,-46,0,0,0,0
3786,CD-31 7369,5.93,A9IV,9.525611111,-31.87194444,-39,1,0,0,0,0
5077,BD-22 3601,4.97,M7IIIe,13.49522222,-23.28138889,-56,16,0,0,0,0
5116,CP-69 1898,6.1,K3III,13.64602778,-70.445,-68,-32,0,0,0,0
5667,CP-58 5875,4.07,A3V,15.29188889,-58.80111111,-100,-137,0,0,0,0
4849,BD+81  402,6.4,A5m,12.74055556,80.62111111,30,-42,0,0,0,0
5810,BD+30 2682,6.52,F5V:,15.61483333,29.99111111,87,-60,0,0,0,0
439,BD+58  260,4.71,G9IIIb,1.565527778,59.23194444,-37,-21,0,0,0,0
4172,CD-42 6390,6.11,Am+Am:,10.64730556,-42.75361111,-16,-16,0,0,0,0
4296,BD-01 2471,4.74,M0IIIBa0.2,11.03047222,-2.484722222,12,-38,0,0,0,0
8385,BD+62 2010,5.93,M3IIIab,21.9815,62.69833333,4,26,0,0,0,0
407,BD+33  228,6.31,F7V,1.43575,34.57972222,230,-87,0,0,0,0
6846,BD+56 2080,6.37,F1V,18.24475,56.58833333,-11,29,0,0,0,0
3151,CD-36 4116,5.95,A3IV,8.027055556,-37.28361111,-17,8,0,0,0,0
2356,BD-17 1506,5.77,G5,6.477027778,-17.46611111,-7,4,0,0,0,0
1001,CD-24 1578,5.61,M2III,3.326333333,-24.12305556,1,-25,0,0,0,0
3851,BD+49 1868,6.39,A1V,9.711972222,48.43111111,-30,-17,0,0,0,0
5970,CD-2412499,6.21,K0,16.06519444,-24.72638889,1,9,0,0,0,0
8062,BD+56 2524,5.83,B8III,21.03586111,56.66972222,16,4,0,0,0,0
2395,BD+28 1168,5.27,A0Vnn,6.586694444,28.02222222,-2,-15,0,0,0,0
8074,BD+05 4697,5.94,F8V,21.09075,5.958333333,-90,-129,0,0,0,0
5676,BD+00 3327,5.63,A4V,15.26363889,0.372222222,-107,15,0,0,0,0
3699,BD-10 2804,6.62,A2V s,9.326027778,-11.31416667,-84,36,0,0,0,0
5314,BD-00 2796,5.91,F7V w,14.228,-0.845555556,207,-141,0,0,0,0
6273,CP-69 2666,5.79,ApSi,16.99272222,-69.26833333,-22,-16,0,0,0,0
6120,CD-3610783,5.79,K1IIICNII,16.47075,-37.17944444,33,-8,0,0,0,0
8999,BD-19 6506,5.29,F2III+F2V,23.76691667,-18.67805556,134,30,0,0,0,0
2140,BD+38 1377,5.36,A4m,6.10975,38.48277778,7,-49,0,0,0,0
5375,CD-38 9329,4.42,B7IIIp,14.38394444,-39.51222222,-27,-32,0,0,0,0
113,BD-15   84,6.14,F2III,0.49775,-14.86416667,144,-32,0,0,0,0
3865,CP-54 2594,6,B4V,9.696611111,-55.21416667,-18,-4,0,0,0,0
2473,CD-47 2521,6.65,M2III,6.680361111,-47.67472222,-8,-9,0,0,0,0
65,BD+50   46,6.14,O9IIInn,0.295277778,51.43305556,-5,-4,0,0,0,0
7410,BD+02 3904,6.09,K5Ib,19.50291667,2.904166667,-5,0,0,0,0,0
8935,BD+86  344,5.58,A7IV,23.45022222,87.3075,75,18,0,0,0,0
5879,CD-4610430,6.01,K2III,15.85875,-47.06055556,-112,-30,0,0,0,0
6820,BD-20 5055,5.95,O9.5II,18.25358333,-20.38805556,-2,1,0,0,0,0
7948,BD-05 5378,4.42,M3III,20.79561111,-5.027777778,3,-40,0,0,0,0
4137,CP-61 1704,3.32,B4Vne,10.53372222,-61.68527778,-19,9,0,0,0,0
7853,CD-3018013,6.4,B8V,20.57983333,-30.47361111,18,-20,0,0,0,0
8564,BD-15 6231,6.37,B8V s,22.50483333,-14.58583333,39,-39,0,0,0,0
1357,BD+05  631,5.77,G8III-IV,4.344777778,6.130833333,-12,-51,0,0,0,0
7543,BD+18 4254,5,A3V,19.81630556,19.14222222,21,30,0,0,0,0
5064,BD+46 1868,5.88,gK0,13.43794444,46.02805556,24,-21,0,0,0,0
4234,BD-08 3018,5.79,A3m,10.83836111,-8.897777778,-4,-15,0,0,0,0
7486,BD+17 4048,4.37,G8IIIaCN0.5,19.68413889,17.47611111,10,-32,0,0,0,0
6207,CD-3710942,6.05,B9II-III,16.72988889,-38.15666667,-9,-49,0,0,0,0
7810,BD+19 4408,6.41,K0III,20.43366667,19.865,29,2,0,0,0,0
8562,BD-13 6204,6.4,F3IV,22.50041667,-12.915,168,1,0,0,0,0
2672,BD+37 1660,6.16,K1III,7.143416667,37.445,-8,-13,0,0,0,0
8098,BD+21 4486,6.68,A1V,21.17555556,22.45472222,20,-8,0,0,0,0
7877,BD+25 4302,5.59,B9V,20.61797222,26.46194444,17,-12,0,0,0,0
6437,CP-62 5558,5.7,B2IV,17.40030556,-62.86416667,-1,-8,0,0,0,0
6848,BD+13 3593,6.3,B5V,18.30080556,13.77694444,-1,-10,0,0,0,0
7351,BD-07 4942,6.32,K0,19.38461111,-7.400277778,42,-7,0,0,0,0
7129,BD+36 3307,5.58,B2.5V,18.89544444,36.97166667,4,-2,0,0,0,0
1492,CD-24 2488,5.58,G6III,4.668555556,-24.4825,-67,18,0,0,0,0
1643,BD-03  998,6.05,B5IV,5.081805556,-3.039722222,1,-1,0,0,0,0
3591,BD+47 1633,3.6,A1Vn,9.060416667,47.15666667,-33,-54,0,0,0,0
3020,BD-22 2027,5.9,B2IV-V,7.786805556,-22.51972222,-13,7,0,0,0,0
330,BD+78   34,5.64,A3V,1.204638889,79.67388889,91,-5,0,0,0,0
1806,BD+15  822,6.16,A1IV,5.453833333,15.25777778,-14,-2,0,0,0,0
8474,CD-4114804,6.23,G5V,22.24405556,-41.38166667,567,-790,0,0,0,0
6132,CP-70 2256,5.5,K1IIICNIa-Ib,16.57202778,-70.98805556,-17,-13,0,0,0,0
8902,BD+22 4833,4.4,F8III,23.423,23.40416667,193,37,0,0,0,0
4788,BD+19 2584,6.56,A9Vm,12.58508333,18.37722222,-3,24,0,0,0,0
4506,CP-78  677,6.39,K0III-IV,11.71538889,-79.30638889,132,-8,0,0,0,0
313,BD+56  196,6.43,K2III,1.116722222,56.935,100,-110,0,0,0,0
7692,BD+63 1593,6.26,A2II-III,20.07905556,63.89055556,7,43,0,0,0,0
312,BD-10  229,6.12,K0III,1.093555556,-9.979166667,-34,-33,0,0,0,0
3853,CP-60 1477,4.52,B9IV-V,9.655833333,-61.32805556,-41,21,0,0,0,0
4653,CP-58 4189,2.8,B2IV,12.25241667,-58.74888889,-41,-9,0,0,0,0
1930,BD-06 1275,5.96,B1.5IV,5.643833333,-6.573888889,-15,3,0,0,0,0
1530,BD+37  969,4.88,K3.5IIIBa0.2:,4.831833333,37.48833333,-38,40,0,0,0,0
2735,BD+28 1350,5.71,M1IIIa,7.265861111,27.8975,-16,1,0,0,0,0
3951,BD+54 1348,5.74,F5V,10.07675,53.89166667,-22,-2,0,0,0,0
8268,CP-56 9700,6.33,K0II-III,21.676,-55.7375,10,23,0,0,0,0
6750,BD+48 2627,6.21,A2V,18.0525,48.46444444,29,15,0,0,0,0
2119,BD+32 1166,6.24,F4V,6.048638889,32.63583333,76,-209,0,0,0,0
6868,CP-63 4406,6.14,A3V,18.42541667,-63.02138889,-7,-99,0,0,0,0
8793,CD-4115205,6.47,K0III,23.2805,-41.19444444,-24,12,0,0,0,0
3150,CP-60 1018,5.17,M1.5IIa,7.993777778,-60.58694444,3,11,0,0,0,0
7281,BD+31 3497,5.98,B9pSi,19.19611111,31.28333333,-2,-3,0,0,0,0
4692,BD+04 2604,4.96,K0-IIIbFe-1,12.33916667,3.3125,-292,-65,0,0,0,0
1803,BD-05 1247,6.23,B9.5Vn,5.434,-5.518333333,13,8,0,0,0,0
4240,BD+70  634,5.93,G9IV,10.89186111,69.85388889,-398,-67,0,0,0,0
5372,CD-47 9082,6.09,B1III,14.37741667,-48.32027778,-13,-13,0,0,0,0
1002,BD+20  543,5.28,B5IV,3.353777778,21.14694444,25,-24,0,0,0,0
1459,BD-03  830,6.33,B7III,4.600444444,-3.611944444,-7,-13,0,0,0,0
7375,BD+02 3879,3.36,F3IV,19.42497222,3.114722222,257,82,0,0,0,0
2595,CD-31 3808,6.36,B3V,6.931888889,-31.79,-6,13,0,0,0,0
8291,CP-89   53,6.57,F0IV-V,22.75794444,-88.81833333,16,-40,0,0,0,0
4167,CP-75  678,6.3,K2III,10.59022222,-76.30916667,-18,4,0,0,0,0
165,BD+20   87,5.36,K0III+F3V,0.665444444,21.43833333,28,-35,0,0,0,0
3657,BD+57 1211,5.27,K5III,9.263861111,56.74138889,-16,-31,0,0,0,0
8807,CP-67 3949,6.47,K0III,23.16991667,-66.8575,201,38,0,0,0,0
4040,CP-59 2008,6.22,A5V,10.26752778,-59.90333333,-47,16,0,0,0,0
7614,CD-3017525,6.28,K1III,19.98233333,-30.53805556,90,-53,0,0,0,0
8818,CD-4514947,3.9,K1III,23.17266667,-45.24666667,136,-30,0,0,0,0
1366,BD+25  707,5.37,B9V,4.376361111,25.62916667,17,-23,0,0,0,0
6008,BD+03 3132,5.91,gK5,16.14969444,3.454444444,-28,16,0,0,0,0
1506,CD-30 1968,5.68,K2III,4.71925,-30.76555556,-30,-67,0,0,0,0
323,BD+57  200,5.79,B8V,1.142583333,58.26361111,7,-5,0,0,0,0
4962,CD-51 7329,6.06,ApSi,13.18288889,-52.56694444,-41,-17,0,0,0,0
7924,BD+34 4127,6.66,B2IV-Ve,20.70616667,35.45611111,-19,-9,0,0,0,0
311,BD+04  176,7.25,F6V,1.097611111,4.909444444,29,-119,0,0,0,0
6784,BD+20 3674,4.36,B2IV,18.14597222,20.81444444,-1,-5,0,0,0,0
3532,CD-38 4980,5.82,M0III,8.88,-38.72416667,-1,13,0,0,0,0
2494,CD-30 3495,6.54,B8IV,6.750666667,-30.58611111,-26,17,0,0,0,0
6538,BD+19 3354,5.64,F6V,17.55633333,19.25666667,-30,-90,0,0,0,0
2333,CP-58  692,6.48,A3V,6.396361111,-58.54388889,10,21,0,0,0,0
3217,CP-60 1074,4.76,F5V,8.150194444,-61.3025,-158,-297,0,0,0,0
4500,CD-31 9181,5.22,K5III+F7V,11.69555556,-32.49972222,4,-42,0,0,0,0
865,CD-50  860,4,M7IIIe,2.898027778,-49.89027778,135,14,0,0,0,0
2163,BD-21 1353,5.78,M4III,6.116,-21.81277778,4,-16,0,0,0,0
4736,CP-58 4289,5.5,M4-5III,12.45797222,-58.99194444,-31,5,0,0,0,0
7469,BD+03 4097,6.35,B3III,19.64694444,3.381666667,4,0,0,0,0,0
4271,CD-50 5534,5.91,A4V,10.95219444,-50.765,-31,13,0,0,0,0
881,CD-30 1122,6.29,A2-3V:+G:,2.953638889,-29.85527778,12,-5,0,0,0,0
8755,BD+37 4744,6.54,B3Vpe,23.01519444,38.70805556,1,-5,0,0,0,0
